words@vb1988m	@vb1988m	299.908	300.258	просто
words@vb1988m	@vb1988m	300.713	301.003	рассказывать
words@vb1988m	@vb1988m	301.003	301.293	/
words@vb1988m	@vb1988m	301.293	301.583	/
words@vb1988m	@vb1988m	301.583	301.873	у
words@vb1988m	@vb1988m	301.873	302.163	меня
words@vb1988m	@vb1988m	302.163	302.453	постоянно
words@vb1988m	@vb1988m	302.453	302.743	есть
words@vb1988m	@vb1988m	302.743	303.033	какие-то
words@vb1988m	@vb1988m	303.033	303.323	мои
words@vb1988m	@vb1988m	303.323	303.613	близкие
words@vb1988m	@vb1988m	303.613	303.903	друзья
words@vb1988m	@vb1988m	304.218	304.479	которые
words@vb1988m	@vb1988m	304.479	304.74	мне
words@vb1988m	@vb1988m	304.74	305.001	звонят
words@vb1988m	@vb1988m	305.001	305.262	или
words@vb1988m	@vb1988m	305.262	305.523	пишут
words@vb1988m	@vb1988m	305.523	305.784	/
words@vb1988m	@vb1988m	305.784	306.045	и
words@vb1988m	@vb1988m	306.045	306.306	говорят
words@vb1988m	@vb1988m	306.306	306.567	/
words@vb1988m	@vb1988m	306.567	306.828	у
words@vb1988m	@vb1988m	306.828	307.089	меня
words@vb1988m	@vb1988m	307.089	307.35	друг
words@vb1988m	@vb1988m	307.35	307.611	/
words@vb1988m	@vb1988m	307.611	307.872	у
words@vb1988m	@vb1988m	307.872	308.133	меня
words@vb1988m	@vb1988m	308.133	308.394	коллега
words@vb1988m	@vb1988m	308.394	308.655	по
words@vb1988m	@vb1988m	308.655	308.916	работе
words@vb1988m	@vb1988m	308.916	309.177	начал
words@vb1988m	@vb1988m	309.177	309.438	заниматься
words@vb1988m	@vb1988m	309.438	309.699	с...
words@vb1988m	@vb1988m	309.699	309.96	ну
words@vb1988m	@vb1988m	309.96	310.221	хочет
words@vb1988m	@vb1988m	310.221	310.482	начать
